   7.772  -1.554
   7.732  -1.562
   7.596  -1.501
   7.865  -1.395
   7.982  -1.415
   7.617  -1.362
   7.448  -1.480
   7.165  -1.499
   7.153  -1.453
   7.411  -1.338
   7.996  -1.341
   7.827  -1.452
   7.841  -1.643
   7.761  -1.453
   7.854  -1.455
   7.277  -1.433
   7.897  -1.524
   7.861  -1.573
   7.418  -1.515
   7.492  -1.555
   7.790  -1.572
   7.994  -1.461
   7.749  -1.449
   7.891  -1.330
   7.483  -1.486
   7.744  -1.468
   7.623  -1.560
   7.979  -1.532
   7.723  -1.534
   7.753  -1.483
   7.604  -1.516
   7.609  -1.478
   7.562  -1.588
   7.577  -1.475
   7.757  -1.489
   7.937  -1.478
   7.914  -1.435
   7.541  -1.594
   7.518  -1.578
   7.679  -1.658
   7.778  -1.645
   7.980  -1.509
   7.704  -1.501
   8.090  -1.449
   8.142  -1.519
   8.169  -1.376
   8.390  -1.312
   8.383  -1.137
   8.283  -1.254
   8.391  -1.072
   8.393  -1.318
   8.369  -1.116
   8.452  -1.145
   8.465  -1.263
   8.337  -1.267
   8.433  -1.160
   8.541  -1.077
   8.461  -1.186
   8.371  -1.156
   8.390  -1.145
   8.326  -1.218
   8.140  -1.271
   8.222  -1.412
   8.525  -0.689
   8.665  -0.522
   8.792  -0.554
   8.546  -0.640
   8.661  -0.618
   8.513  -0.512
   8.624  -0.469
   8.592  -0.637
   8.385  -0.570
   8.903  -0.442
   8.543  -0.764
   8.783  -0.222
   8.655  -0.618
   8.472  -0.894
   8.629  -0.832
   8.593  -0.813
   8.416  -0.904
   8.420  -1.070
   8.354  -1.048
   8.388  -1.082
   8.504  -1.121
   8.479  -1.229
   8.427  -1.139
   8.510  -0.956
   8.522  -1.268
   8.303  -1.207
   8.281  -1.148
   8.345  -1.180
   8.255  -1.148
   8.402  -1.255
   8.373  -1.412
   8.418  -1.428
   8.339  -1.062
   8.230  -1.094
   8.278  -1.424
   8.154  -1.333
   8.162  -1.337
   8.035  -1.435
   7.996  -1.341
   8.356  -1.205
   8.291  -1.248
   7.847  -1.464
   7.915  -1.450
   8.056  -1.397
   8.086  -1.477
   8.064  -1.452
   8.021  -1.358
   8.126  -1.451
   8.049  -1.546
   8.114  -1.525
   8.073  -1.500
   8.114  -1.679
