   8.521  -0.776
   8.576  -0.765
   8.575  -0.782
   8.443  -0.960
   8.531  -0.762
   8.835  -0.230
   8.626  -0.761
   8.570  -0.715
   8.562  -0.755
   8.526  -0.799
   8.540  -0.850
   8.482  -0.684
   8.501  -0.968
   8.439  -0.991
   8.522  -0.834
   8.511  -0.830
   8.521  -0.912
   8.515  -0.852
   8.549  -0.740
   8.791  -0.489
   8.856  -0.451
   8.573  -0.830
   8.538  -0.813
   8.524  -0.980
   8.436  -1.140
   8.507  -0.829
   8.508  -0.844
   8.531  -0.792
   8.631  -0.697
   8.587  -0.712
   8.633  -0.705
   8.551  -0.720
   8.699  -0.581
   8.628  -0.649
   8.549  -0.763
   8.530  -0.871
   8.479  -0.967
   8.597  -0.755
   8.486  -0.748
   8.698  -0.496
   8.608  -0.587
   8.690  -0.623
   8.789  -0.577
   8.789  -0.471
   8.734  -0.609
   8.737  -0.210
   8.694  -0.678
   8.712  -0.530
   8.689  -0.682
   8.580  -0.597
   8.633  -0.670
   8.628  -0.769
   8.542  -0.716
   8.228  -1.373
   8.579  -0.763
   8.588  -0.969
   8.543  -0.729
   8.501  -0.787
   8.486  -1.103
   8.260  -1.235
   8.307  -1.301
   8.432  -1.160
   8.554  -0.746
   8.646  -0.576
   8.758  -0.459
   8.662  -0.526
   8.635  -0.550
   8.640  -0.426
   8.571  -0.699
   8.533  -0.637
   8.704  -0.573
   8.493  -0.889
   8.482  -0.909
   8.431  -1.021
   8.446  -0.919
   8.491  -0.720
   8.499  -0.747
   8.470  -0.969
   8.580  -0.659
   8.463  -1.011
   8.581  -0.825
   8.547  -0.814
   8.617  -0.829
   8.534  -0.901
   8.523  -0.977
   8.427  -1.160
   8.453  -1.204
   8.474  -1.178
   7.959  -1.493
   7.216  -1.216
   8.453  -1.045
   8.515  -1.029
   8.384  -1.213
   8.419  -1.166
   8.301  -1.308
   8.548  -0.935
   8.080  -1.555
   8.359  -1.371
   8.182  -1.598
   8.614  -0.661
   8.735  -0.578
   8.822  -0.470
   8.707  -0.605
   8.440  -1.138
   8.353  -1.378
   8.470  -1.109
   8.591  -0.642
   8.638  -0.559
   8.761  -0.536
   8.584  -0.579
   8.493  -0.775
   8.681  -0.518
   8.615  -0.662
   8.524  -0.816
   8.633  -0.640
   8.549  -0.886
   8.658  -0.799
   8.462  -1.088
   8.443  -1.037
   8.498  -0.838
   8.504  -0.875
   8.495  -0.881
   8.498  -0.751
   8.510  -0.662
   8.551  -0.696
   8.557  -0.663
   8.502  -0.698
   7.844  -1.542
   7.923  -1.538
   8.830  -0.542
   8.733  -0.733
   8.581  -0.696
   8.623  -0.647
   8.484  -0.784
   8.492  -0.758
   8.545  -0.722
   8.755  -0.702
   8.644  -0.650
   8.498  -0.909
   8.507  -0.987
   8.497  -1.101
   8.536  -0.863
   8.529  -0.819
   8.544  -0.782
   8.475  -0.823
