   7.782  -1.549
   7.791  -1.568
   7.613  -1.506
   7.880  -1.418
   8.017  -1.422
   7.672  -1.396
   7.557  -1.528
   7.144  -1.482
   7.171  -1.449
   7.534  -1.402
   8.138  -1.380
   7.887  -1.462
   7.809  -1.618
   7.761  -1.457
   7.787  -1.445
   7.226  -1.435
   7.854  -1.492
   7.870  -1.558
   7.454  -1.532
   7.413  -1.537
   7.726  -1.540
   7.935  -1.434
   7.819  -1.474
   7.973  -1.366
   7.517  -1.496
   7.888  -1.506
   7.630  -1.559
   7.881  -1.490
   7.761  -1.535
   7.800  -1.497
   7.612  -1.507
   7.636  -1.474
   7.564  -1.573
   7.646  -1.487
   7.726  -1.496
   7.926  -1.461
   8.036  -1.467
   7.461  -1.559
   7.526  -1.564
   7.678  -1.639
   7.589  -1.587
   7.973  -1.489
   7.722  -1.492
   8.169  -1.474
   8.069  -1.503
   8.255  -1.406
   8.347  -1.296
   8.291  -1.130
   8.365  -1.302
   8.416  -1.081
   8.275  -1.280
   8.439  -1.145
   8.439  -1.145
   8.349  -1.228
   8.309  -1.267
   8.349  -1.138
   8.506  -1.062
   8.368  -1.160
   8.368  -1.160
   8.396  -1.152
   8.303  -1.213
   7.989  -1.252
   8.258  -1.425
   8.483  -0.682
   8.751  -0.538
   8.731  -0.527
   8.637  -0.676
   8.584  -0.587
   8.586  -0.527
   8.668  -0.470
   8.569  -0.641
   8.557  -0.623
   8.856  -0.437
   8.485  -0.747
   8.738  -0.213
   8.581  -0.597
   8.530  -0.903
   8.580  -0.826
   8.579  -0.814
   8.437  -0.928
   8.427  -1.068
   8.427  -1.068
   8.436  -1.091
   8.436  -1.091
   8.385  -1.187
   8.386  -1.121
   8.519  -0.953
   8.354  -1.204
   8.331  -1.212
   8.326  -1.165
   8.367  -1.179
   8.367  -1.179
   8.384  -1.237
   8.291  -1.373
   8.291  -1.373
   8.435  -1.088
   8.331  -1.134
   8.254  -1.410
   8.288  -1.378
   8.170  -1.349
   8.018  -1.422
   8.138  -1.380
   8.360  -1.197
   8.342  -1.256
   7.873  -1.466
   7.929  -1.442
   8.056  -1.426
   8.039  -1.483
   8.109  -1.473
   8.167  -1.411
   8.012  -1.450
   8.081  -1.558
   8.108  -1.522
   7.900  -1.423
   7.875  -1.574
   8.488  -1.074
   8.561  -1.014
   8.510  -1.057
   8.506  -1.061
   8.538  -0.997
   8.515  -1.019
   8.478  -1.138
   8.441  -1.156
   8.480  -0.887
   8.501  -1.131
   8.482  -1.114
   8.434  -1.116
   8.403  -1.201
   8.371  -1.403
   8.422  -1.146
   8.435  -1.212
   8.423  -1.210
   8.355  -1.316
   8.217  -1.403
   8.516  -0.997
   8.532  -1.004
   8.500  -1.066
   8.498  -1.054
   8.535  -0.961
   8.505  -1.091
   8.486  -1.143
   8.492  -1.132
   8.413  -1.254
   8.296  -1.305
   8.388  -1.370
   8.039  -1.302
   8.360  -1.246
   8.065  -1.288
   8.388  -1.286
   8.308  -1.316
   8.348  -1.425
   8.035  -1.346
   8.269  -1.466
   7.573  -1.413
   8.153  -1.495
   8.322  -1.349
   8.116  -1.327
   8.270  -1.429
   8.136  -1.352
   8.268  -1.527
   8.358  -1.286
   8.092  -1.403
   8.327  -1.423
   8.307  -1.435
   8.254  -1.295
   8.190  -1.517
   8.277  -1.311
   8.029  -1.290
   8.148  -1.413
   8.030  -1.398
   7.928  -1.440
   7.869  -1.432
   8.085  -1.371
   7.828  -1.448
   7.747  -1.349
   7.843  -1.305
   7.802  -1.364
   8.142  -1.458
   8.551  -0.673
   8.625  -0.814
   8.529  -0.943
   8.503  -0.904
   8.596  -0.733
   8.522  -0.883
   8.470  -0.992
   8.486  -0.928
   8.464  -0.952
   8.421  -1.076
   8.468  -1.176
   8.476  -0.964
   8.469  -1.141
   8.448  -1.106
   8.430  -1.135
   8.478  -1.180
   8.343  -1.176
   8.614  -0.374
   8.528  -0.890
   8.487  -0.682
   8.810  -0.422
   8.601  -0.640
   8.619  -0.746
   8.660  -0.802
   8.620  -0.757
   8.742  -0.586
   8.748  -0.473
   8.933  -0.168
   8.524  -0.779
   8.662  -0.720
   8.621  -0.716
   8.570  -0.627
   8.456  -1.071
   8.497  -1.114
   8.321  -1.253
   8.478  -1.236
   8.379  -1.335
   8.348  -1.339
   7.768  -1.232
   8.295  -1.386
   8.161  -1.518
   8.314  -1.382
   8.213  -1.469
   8.254  -1.509
   8.284  -1.432
   8.188  -1.534
   8.216  -1.579
   8.207  -1.540
   8.171  -1.553
   8.197  -1.658
   8.471  -1.080
   8.439  -1.248
   8.462  -1.219
   8.495  -1.128
   8.420  -1.297
   8.396  -1.212
   8.427  -1.272
   8.388  -1.335
   8.280  -1.329
   8.154  -1.246
   8.312  -1.369
   8.165  -1.352
   8.303  -1.323
   8.218  -1.462
   8.258  -1.405
   8.339  -1.444
   8.201  -1.359
   8.102  -1.438
   7.664  -1.575
   7.885  -1.430
   8.404  -1.146
   8.507  -1.016
   8.503  -1.121
   8.449  -1.198
   8.434  -0.867
   8.524  -1.111
   8.466  -0.977
   8.489  -1.046
   8.494  -1.158
   8.490  -1.118
   8.466  -1.186
   8.480  -1.145
   8.492  -1.141
   8.815  -0.497
   8.713  -0.473
   8.705  -0.557
   8.657  -0.609
   8.725  -0.635
   8.646  -0.730
   8.626  -0.663
   8.611  -0.810
   8.486  -0.902
   8.626  -0.894
   8.581  -0.806
   8.432  -0.993
   8.555  -0.928
   8.519  -0.951
   8.502  -0.922
   8.496  -0.957
   8.531  -1.026
   8.539  -0.909
   8.288  -1.478
   8.237  -1.203
   8.231  -1.434
   7.861  -1.441
   8.034  -1.334
   8.102  -1.470
   8.274  -1.410
   7.870  -1.545
   8.273  -1.457
   8.183  -1.478
   8.039  -1.456
   8.772  -0.424
   8.641  -0.632
   8.216  -1.182
   8.255  -1.409
   8.296  -1.458
   7.579  -1.429
   8.261  -1.487
   7.845  -1.365
   8.118  -1.495
   8.258  -1.516
   8.274  -1.432
   7.930  -1.441
   8.129  -1.611
   7.655  -1.480
   7.829  -1.309
   7.575  -1.452
   7.489  -1.403
   7.757  -1.423
   8.083  -1.427
   8.077  -1.449
   8.116  -1.416
   7.771  -1.390
   7.769  -1.650
   7.786  -1.598
   7.856  -1.524
   7.507  -1.295
   7.518  -1.438
   7.642  -1.427
   7.893  -1.239
   7.787  -1.261
   8.293  -1.340
   8.296  -1.464
   7.692  -1.408
   7.827  -1.345
   8.238  -1.420
   8.120  -1.346
   8.007  -1.379
   8.169  -1.418
   7.861  -1.345
   8.191  -1.352
   8.272  -1.319
   8.230  -1.313
   7.800  -1.469
   7.796  -1.515
   7.719  -1.473
   7.501  -1.505
   7.577  -1.520
   7.800  -1.469
   7.823  -1.440
   7.808  -1.437
   8.097  -1.316
   8.113  -1.356
   8.092  -1.346
   8.086  -1.432
   7.806  -1.655
   7.918  -1.491
   7.298  -1.388
   6.884  -1.270
   7.868  -1.578
   7.295  -1.338
   7.585  -1.522
   7.817  -1.530
   7.477  -1.248
   7.964  -1.281
   7.719  -1.349
   8.365  -1.268
   8.328  -1.329
   7.799  -1.267
   8.016  -1.294
   8.042  -1.240
   8.292  -1.423
   8.411  -1.247
   8.325  -1.229
   8.405  -1.212
   7.609  -1.529
   7.702  -1.454
   7.673  -1.528
   7.560  -1.467
   8.432  -1.271
   8.451  -1.169
   8.315  -1.232
   8.481  -0.891
   8.527  -0.843
   8.578  -0.701
   8.789  -0.713
   8.720  -0.735
   8.613  -0.735
   8.420  -0.684
   8.510  -0.973
   8.461  -0.909
   8.503  -0.894
