7.72	0.16	-1.51	0.21
7.99 	0.23	-1.60	0.29
8.0	0.16	-1.47	0.20
7.67	0.20	-1.55	0.22
7.98	0.15	-1.49	0.19
7.91	0.16	-1.59	0.20
7.83	0.17	-1.49	0.21
7.45	0.15	-1.52	0.19
7.62	0.16	-1.39	0.20	
