# id,Fe,Mg,Ba,Y
8,-0.18708265,-0.2073527305664059,-0.2209392669738769,-0.2968148576237737
12,-0.33641565,-0.3665438619750973,-0.24111615430297845,-0.3342032483434145
63,-0.0718416,-0.1206918693176266,0.06697024005737312,-0.03118073141991395
68,0.15271055,0.15851869361572302,0.2782996956604005,0.2877880661934977
73,0.18206656,0.16392698785644566,0.1367954151330567,0.21905913668558188
75,0.049864407,0.04584159892504918,0.19916380351489266,0.2034889848197023
76,-0.15177334,-0.15366516281494105,0.1231740782128907,-0.05690087082675161
77,-0.22059477,-0.17448768763305628,0.10176790471313484,-0.10570086625344248
78,-0.23951614,-0.2834402046362301,-0.09015237046874994,-0.2800354546753606
80,-0.15063084000000002,-0.08552990311035122,0.2668689540063477,0.23123420286488425
81,-0.20012463,-0.2212663688916012,-0.007671947504882706,-0.027970006260646114
82,-0.03758896,0.00822152965454137,0.13257158534912114,-0.04118085837974337
84,-0.21249998,-0.13478145506713834,0.11047399994995123,0.021385342768992503
86,-0.040401344,-0.002005195318359021,0.35825479918847664,0.1712701044849363
87,-0.31250036,-0.08355579136596639,-0.4586559424279784,-0.4036195358053947
90,0.28139174,0.3737563182470707,0.12693156162475594,0.09553477970336932
93,0.21515333,0.2393716794567875,-0.0050388506335448426,0.19031522303884568
117,0.013494606000000001,-0.007850265520995745,0.059938796979003985,-0.1327004666068825
138,-0.16252125,-0.4116135618591305,0.034605390319824285,-0.025376053266307742
203,-0.2674278,-0.3267947128417965,0.0416673576232911,-0.14640147361367
228,0.3727361,0.4560989463745121,0.17130889205322275,0.25237987593994154
351,-0.19163168,-0.3279033665539547,-0.028736702430419845,-0.1278975517598892
372,-0.084521656,-0.11123094555078088,0.017241844213623136,-0.016291577077785578
402,-0.42046583,-0.4536915761547848,-0.3281112805920409,-0.3586671434386821
421,0.014512653,-0.059411621444579725,0.03966463435375985,0.1833846253781466
431,-0.035878544,-0.08785972609838832,0.12887895950952155,0.044851924828377285
439,0.034929867,-0.021720504551513326,0.2859529344743653,0.14835703859448685
458,-0.007789974200000001,-0.023243045794237933,0.008576759351025462,-0.12053821697532845
460,-0.21691692,-0.2519885027941891,-0.11229287367431634,-0.2612296924132732
461,-0.3010992,-0.2361026904479977,-0.2792011554138183,-0.4801969082964465
466,-0.18796862,-0.20113335007202116,-0.05364477127563469,-0.16045159132680362
494,-0.18132675,-0.2709556562499996,-0.026209463317871027,-0.2202754447184134
511,-0.44779623,-0.25065717665527315,-0.6210666805920408,-0.6434032857488617
533,0.16056835,0.16018190209350622,0.2540267774291993,0.3341125895415615
535,-0.15689886,-0.14132461454711878,0.0042795038000489035,-0.054558913130481584
536,-0.015581493000000004,-0.14745054207226527,0.216742882152588,0.038160574720675765
537,0.17863047,0.11526003237793005,0.435622585020752,0.38332455407995786
544,-0.35532225,-0.2710691486511227,-0.4457298465881347,-0.56711491655816
545,-0.48540867,-0.4483886733569332,-0.3561521697558593,-0.4332824732594503
559,0.09210598,0.2592410088391117,-0.056122413554687466,-0.02573456676043611
561,0.06434308999999999,-0.052569961605224265,0.05824697870239265,0.14647211505199811
564,-0.50680626,-0.4693060883386226,-0.33948194206787097,-0.4114491394066297
580,-0.017444973,-0.08159408570141566,0.3904527511516114,0.09932082133147152
581,-0.19690979,-0.24941310878662076,-0.10405027004150384,-0.2775752994602427
588,-0.18950403,-0.21027049804809536,0.009834657896728572,-0.03574196692504381
592,-0.08140743,-0.1007333729931637,-0.07632600147216789,-0.16799821334377613
593,0.13746178,0.06575718252685582,0.23553408377197274,0.12362665737578846
596,-0.07355774000000001,-0.15203390195678676,0.2554391700952149,0.008926342727111937
600,0.18450415,0.11973324164428747,0.4174503208068848,0.3547428236526518
601,-0.0016015815999999995,-0.043264007594872686,-0.04463636019497064,0.0009738337485959356
639,-0.04992092,-0.06795654164306605,-0.0949951311206054,-0.017863920125703002
645,0.15860474,0.09088888535522496,0.5992015722753907,0.3613456981554886
657,-0.12528503400000002,-0.1806512830844723,0.18905294817773444,-0.011459776891870796
659,-0.18432653,-0.2185717539990231,-0.021993266602783144,-0.04435755336531889
679,-0.18812645,-0.27565012019653284,-0.0289779819824218,-0.14228532655323614
687,0.11121714,0.011927989761963229,-0.03411065312133782,0.19008200773374875
692,-0.18008984,-0.21834097296508756,-0.12592565542968742,-0.1481207136588293
695,0.2490164,0.21897115769043,0.08845461334838872,0.1216695090105634
